regional_name,aro,ava,aro_swaras,ava_swaras,kritis,aro_seq,ava_seq,category,swaras,melam_num,janaka_melam,janaka,chakra,chakra_num,hind,songs,alternates,same_aro,same_ava,one_swara_diff,varnams
नाटकप्रिय:,"['s', 'r1', 'g2', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g2', 'r1', 's']","['शद्जाम', 'शुद्ध ऋषभम', 'सरल गंधराम', 'शुद्ध मध्यमम', 'पंचम', 'चतुश्रुति देवतम', 'कैसिकी निषादम', 'शद्जम']","['शद्जाम', 'कैसिकी निषादम', 'चतुश्रुति देवता', 'पंचम', 'शुद्ध मध्यमम', 'सरल गंधराम', 'सुद्दा ऋषभम', 'शद्जाम']","[['गीता वद्य नटाना', 'तंजावुर शंकर अय्यर', ''], ['इति समयमु ब्रोवा राधा', 'मैसूर वासुदेवचर', ''], ['ईरंगदा समीनाथ', 'कोटिश्वर अय्यर', ''], ['गीता वाद्य', 'तंजावुर शंकर अय्यर', 'http://www.karnatik.com/c2950.shtml'], ['इरंगदा समीनाथा', 'कोटिश्वर अय्यर', 'http://www.karnatik.com /c1766.shtml '], ['नाटकप्रिय भारत',' शुद्धानंद भारती ',' http://www.karnatik.com/c1625.shtml ']]",S|R1|G2|M1|P|D2|N2|S',S'|N2|D2|P|M1|G2|R1|S,సంపూర్ణ,"['m1', 'n2', 'g2', 's.', 'r1', 's', 'p', 'd2']",10,,,नेत्र,2,[],[],[],"['इदिक्कोदियों', 'सकलवल्लनायकी', 'ईशैज्योति', 'अगाथी', 'अकिलंदवल्ली', 'इडैक्कदान', 'इंद्रकिलम', 'इंद्रधनु', 'सकलवल्लनायकन', 'सूडिपक', 'अनाली', 'योगवती', ' अघोरप्रिय', 'नाटकटोडी', 'अन्नय्या', 'इंद्रका']","['नागसुगंधी', 'अक्कापाड़ा', 'अदुबली', 'अक्कारा', 'थिरुइंद्राणी', 'नाट्यभरणम', 'अंकुशपाणि', 'हनुमकोदियों', 'थिरुइंद्र', 'थिरुइंदु', 'इंद्रनीलम', 'अनिला', ' भ्रामरावर्दिनी ',' सारंगभौली ',' इंद्रपद ',' नटभरणम ',' अश्विनी ',' मुहूर्तधन्यसी ']","['तोड़ी', 'खरहरप्रिया', 'सिंधुभैरवी', 'कोकिलाप्रिया', 'बागेश्री']",[]
नाटकाटोडी,"['s', 'r1', 'g2', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'd2', 'p', 'm1', 'g2', 'r1', 's']","['शद्जाम', 'शुद्ध ऋषभम', 'सरल गंधराम', 'शुद्ध मध्यमम', 'पंचम', 'चतुश्रुति देवतम', 'कैसिकी निषादम', 'शद्जम']","['शद्जाम', 'चतुश्रुति देवता', 'पंचम', 'शुद्ध मध्यमम', 'सरल गंधराम', 'शुद्ध ऋषभम', 'शद्जाम']",[],S|R1|G2|M1|P|D2|N2|S',S'|D2|P|M1|G2|R1|S,సంపూర్ణ-శాడవ,"['m1', 'n2', 'g2', 's.', 'r1', 's', 'p', 'd2']",,10,नाटकप्रिय:,,,[],[],[],"['इडिक्कोदियों', 'नाटकप्रिया', 'सकलवल्लनायकी', 'ईशैज्योति', 'अगाथी', 'अकिलंदवल्ली', 'इदयिक्कदान', 'इंद्रकिल्लम', 'इंद्रधनु', 'सकलवल्लनायकन', 'सूदीपक', 'अनाली', ' योगवती ',' अघोरप्रिया ',' अन्नय्या ',' इंद्रका ']","['पुरंथकम', 'थिरुमाचुथा', 'अरिंदमन', 'इडाईक्कदन', 'अरविंदलोचन', 'अमरेशा', 'सिंधुक्रिया', 'अंबोरुकट्टल']","['तोड़ी', 'खरहरप्रिया', 'धन्यसी', 'सहनायकन', 'श्रीरंजनी']",[]
नटकुरंजी,"['s', 'r2', 'g3', 'm1', 'n2', 'd2', 'n2', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'm1', 'g3', 's']","['शद्जाम', 'चतुश्रुति ऋषभम', 'अंतरा गंधराम', 'शुद्ध मध्यम', 'कैसिकी निषादम', 'चतुश्रुति दैवतम्', 'कैसिकी निषादम', 'पंचम', 'चतुश्रुति दैवतम्', 'कैसिकी निषादम', ' शाद्जाम ']","['शद्जाम', 'कैसिकी निषादम', 'चतुश्रुति देवता', 'शुद्ध मध्यम', 'अंतरा गंधराम', 'शद्जम']",[],S|R2|G3|M1|N2|D2|N2|P|D2|N2|S',S'|N2|D2|M1|G3|S,సంపూర్ణ-ఔడవ,"['m1', 'n2', 's.', 's', 'r2', 'p', 'd2', 'g3']",,29,धीरशंकरभरणम,,,['नटकुरंजी'],[],[],[],"['नर्तकी', 'एंडोलिमलाई', 'एलोन', 'मेघना', 'शकुंतला', 'कुवलयनंदी', 'श्रीनाताकुरंजी']","['सारंगा', 'जंजुति', 'शहाना', 'नागकुरिंजी', 'फलामंजरी']","[['नव मोहनारंगा', 'करूर देवुदु अय्यर', 'आदि'], ['इंता अलुगा', 'कुवनसमय्या', 'अता'], ['श्री राजाधिराजा', 'बलूस्वामी दीक्षितर', 'अता'], [ 'चालमेला', 'रंगस्वामी नट्टुवर', 'आदि']]"
ओंकाराघोसिनी,"['s', 'r1', 'm2', 'p', 'n2', 's.']","['s.', 'n2', 'p', 'm2', 'g3', 'r1', 's']","['शद्जाम', 'शुद्ध ऋषभम', 'प्रति मध्यम', 'पंचमम', 'कैसिकी निषादम', 'शद्जाम']","['शद्जाम', 'कैसिकी निषादम', 'पंचम', 'प्रति मध्यम', 'अंतरा गंधराम', 'सुद्दा ऋषभम', 'शद्जाम']",[],S|R1|M2|P|N2|S',S'|N2|P|M2|G3|R1|S,ఔడవ-శాడవ,"['n2', 's.', 'm2', 'r1', 's', 'p', 'g3']",,50,नामनारायणी,,,[],[],[],"['महादेवन', 'अन्नावरीदी', 'टप्पिली', 'तित्तम', 'पेनंदोली', 'परापरी', 'एकंदोली']","['मुस्कान', 'पतंग', 'नक्सिलरी', 'इंद्राणी', 'तोती', 'श्रीओंकारघोसिनी', 'पशितम', 'नैप्पू', 'नेली']","['नलट्टम', 'रामप्रिया', 'नमाई', 'शुद्धबंगला', 'नमननारायणी']",[]
ओंकारप्रिय,"['s', 'r1', 'm2', 'g3', 'm2', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'p', 'm2', 'g3', 's']","['शद्जाम', 'शुद्ध ऋषभम', 'प्रति मध्यम', 'अंतरा गंधराम', 'प्रति मध्यम', 'पंचमम', 'चतुश्रुति दैवतम', 'काकाली निषादम', 'शद्जाम']","['शद्जाम', 'काकली निषादम', 'पंचम', 'प्रति मध्यम', 'अंतरा गंधराम', 'शद्जाम']",[],S|R1|M2|G3|M2|P|D2|N3|S',S'|N3|P|M2|G3|S,సంపూర్ణ-ఔడవ,"['n3', 's.', 'm2', 'r1', 's', 'p', 'd2', 'g3']",,53,मैं,,,[],[],['बंगाप्रिया'],['गीत लेखन'],"['नीरेट्टी', 'विजयवसंथम', 'ओम', 'ज्ञानश्रुतिनिरंजनी', 'पार्टिवम', 'मालवसिंधु', 'समरंजनी', 'जयचूड़ामणि', 'अयान', 'पनाचम', 'सीलंगी', 'वाग्वामुखी', ' ईशैवरिधि ',' मा-भोगकुसुमावली ',' नित्तिकम् ',' शुद्धिर्मदा ']","['कामवर्धनी', 'हंसानंदी', 'हमीरकल्यानी', 'अहिरी', 'देश']",[]
ओंकारस्वरुपिनी,"['s', 'r2', 'g3', 'm2', 'p', 'n1', 's.']","['s.', 'n1', 'p', 'm2', 'g3', 'r2', 's']","['शद्जाम', 'चतुश्रुति ऋषभम', 'अंतरा गंधराम', 'प्रति मध्यम', 'पंचमम', 'सुद्दा निषादम', 'शद्जम']","['शद्जाम', 'सुद्दा निषादम', 'पंचम', 'प्रति मध्यम', 'अंतरा गंधराम', 'चतुश्रुति ऋषभम', 'शद्जाम']",[],S|R2|G3|M2|P|N1|S',S'|N1|P|M2|G3|R2|S,శాడవ,"['n1', 's.', 'm2', 's', 'r2', 'p', 'g3']",,61,कांतामणि,,,[],[],[],['करतकातरंगिणी'],[],"['कुंतलम', 'कांतामणि', 'युद्धप्रवर्तिनी', 'यमुनाकल्यानी', 'वर्षामती']",[]
ओंकारी,"['s', 'm2', 'p', 's.']","['s.', 'p', 'm2', 's']","['शद्जाम', 'प्रति मध्यम', 'पंचम', 'शद्जाम']","['शज्जाम', 'पंचम', 'प्रति मध्यम', 'शज्जाम']",[],S|M2|P|S',S'|P|M2|S,,"['p', 's.', 'm2', 's']",,37,सालगाम,,,[],[],[],[],[],['सर्वश्री'],[]
ओम शुद्धधारगम,"['s', 'g3', 'm2', 'p', 'n2', 's.']","['s.', 'd1', 'p', 'm2', 'g3', 'r2', 's']","['शद्जाम', 'अंतरा गंधराम', 'प्रति मध्यम', 'पंचमम', 'कैसिकी निषादम', 'शद्जाम']","['शद्जाम', 'सुधा देवतम', 'पंचम', 'प्रति मध्यमम', 'अंतरा गंधराम', 'चतुश्रुति ऋषभम', 'शद्जाम']",[],S|G3|M2|P|N2|S',S'|D1|P|M2|G3|R2|S,ఔడవ-శాడవ,"['d1', 'n2', 's.', 'm2', 's', 'r2', 'p', 'g3']",,62,ऋषभ प्रिया,,,[],[],[],"['हृदिनी', 'तपस्विनी', 'मारन', 'श्रीकेतकाप्रिया', 'केतकाप्रिया', 'नागयुतम']","['गोविंदाधन्यासी', 'पत्रवजय', 'अंगयारकन्नी', 'मुकुंदकल्यानी', 'श्रीरन्नी', 'अधिपति', 'कंदावली', 'भद्रवजहाई', 'एझिलानायकन', 'ओडिशिल', 'विन्नवधिपति', 'वेदगिरि', ' नादिओं ',' शिवनायकी ',' घंटाावली ',' वृंदावनदेशक्षी ',' कनककुसुमावली ',' रुचिरमणि ',' आगमरुदम ']","['नलट्टम', 'सारंगा', 'वचस्पति', 'कुंतलम', 'नमाई']",[]
ओम,"['s', 'r2', 'g3', 'm2', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'p', 'm2', 'g3', 's']","['शद्जाम', 'चतुश्रुति ऋषभम', 'अंतरा गंधराम', 'प्रति मध्यमम', 'पंचमम', 'सुद्दा दैवतम', 'काकाली निषादम', 'शद्जाम']","['शद्जाम', 'काकाली निषादम', 'पंचम', 'प्रति मध्यम', 'अंतरा गंधराम', 'शद्जाम']",[],S|R2|G3|M2|P|D1|N3|S',S'|N3|P|M2|G3|S,సంపూర్ణ-ఔడవ,"['d1', 'n3', 's.', 'm2', 's', 'r2', 'p', 'g3']",,63,लतंगी,,,[],[],[],"['सारंगपानी', 'इशिकादल', 'गीताप्रिया!', 'सरसमंतिनी', 'मयूरागिरी', 'मुकुंदकल्यानी', 'एराकट्टन्नल', 'सुकलवरूपी', 'ओडिशिल', 'लतांगी', 'ओचई', 'सज्जनंदी']","['नीरेट्टी', 'विजयवसंथम', 'ज्ञानश्रुतिनिरंजनी', 'पार्टिवम', 'मालवसिंधु', 'समरंजनी', 'जयचुदामणि', 'अयान', 'ओंकारप्रिया', 'पंचम', 'सीलंगी', 'वाग्वामुखी', ' ईशैवरिधि ',' मा-भोगकुसुमावली ',' नित्तिकम् ',' शुद्धिर्मदा ']","['कुंतलम', 'कांतामणि', 'धतुवर्धनी', 'चित्रंबरी', 'योगज्योति']",[]
पंतुवराली,"['s', 'r1', 'g3', 'm2', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm2', 'g3', 'r1', 's']","['शद्जाम', 'सुधा ऋषभम', 'अंतरा गंधराम', 'प्रति मध्यमम', 'पंचमम', 'सुद्दा दैवतम', 'काकली निषादम', 'शद्जाम']","['शद्जाम', 'काकाली निषादम', 'सुड्डा देवतम', 'पंचम', 'प्रति मध्यमम', 'अंतरा गंधराम', 'सुद्दा ऋषभम', 'शद्जाम']","[['अम्मा उन्निये', 'शुद्धानंद भारती', 'http://www.karnatik.com/c1689.shtml'], ['अन्दुंडाका ने वेगा', 'त्यागराजा', 'http://www.karnatik.com /c1384.shtml '], ['अप्पा राम भक्ति', 'त्यागराज', 'http://www.karnatik.com/c1388.shtml'], ['चेलिया पाई (वरनाम)', 'तिरुवेत्तियूर त्याग्य',' http://www.karnatik.com/c2980.shtml '], ['छुडारे चेलुरा',' त्यागराज ',' http://www.karnatik.com/c2245.shtml '], ['देव जीवनम',' शुद्धानंद भारती ',' http://www.karnatik.com/c1677.shtml '], [' एन्नागनु राम भजन ',' भद्राचल रामदासु ',' http://www.karnatik.com/c2470.shtml '], ['का मुरुगय्या', 'कोटेश्वर अय्यर', 'http://www.karnatik.com/c1841.shtml'], ['करुणाकरम श्रीकरम', 'आर. रामचंद्रन नायर ',' http://www.karnatik.com/c3104.shtml '], ['मंगलम भवथु', 'मुथिह भागवतर',' http://www.karnatik.com/c2001.shtml '], [ 'नारदमुनि वेदालीना', 'त्यागराज', 'http://www.karnatik.com/c2589.shtml'], ['कल', 'त्यागराज', 'http://www.karnatik.com/c2448.shtml' ], ['निरुपमा सुंदरकारा', 'ऊथुक्कडु वेंकट कवि', 'http://www.karnatik.com/c1498.shtml'], ['नियालवो', 'पापनासम सिवन', 'http: //www.karnatik। कॉम / c1607.shtml '], ['परमा पवन', 'त्यागराज',' http://www.karnatik.com/c2715.shtml '], ['रघुवर नन्नू', 'त्यागराज',' http: // www.karnatik.com/c2739.shtml '], ['सरमे गनी', 'त्यागराज', 'http://www.karnatik.com/c2811.shtml'], ['शंबो महादेव', 'त्यागराज', ' http://www.karnatik.com/c1442.shtml'], ['सरवनभवानंद', 'मुथिह भागवतर', 'http://www.karnatik.com/c2173.shtml'], ['शिव शिव शिव एनारदा' ,' त्यागराज ',' http://www.karnatik.com/c1443.shtml '], ['शिवानंद कामवर्धनी', 'जी. एन। बालासुब्रमण्यम ',' http://www.karnatik.com/c3079.shtml '], ['शोबने', 'त्यागराज',' http://www.karnatik.com/c2832.shtml '], [' श्रृष्टि सत्यंतकारिणी ',' मुथिह भागवतर ',' http://www.karnatik.com/c2058.shtml '], ['सुमाचार जनक (ताना तिलाना)', 'पूची श्रीनिवास अयंगर', 'http://www.karnatik.com /c3268.shtml '], ['सुंदरतारा देहम', 'त्यागराज',' http://www.karnatik.com/c1280.shtml '], ['ताये इदु दारुनम', 'कवि कुंजारा भारती', 'http: //www.karnatik.com/c1065.shtml '], ['उनदु दयाई एनई', 'पापनासम सिवन', 'http://www.karnatik.com/c1606.shtml'], ['वडेरा गॉड',' त्यागराज ',' http://www.karnatik.com/c2910.shtml '], ['विद्यामी जेयुदुरा', 'त्यागराज',' http://www.karnatik.com/c2931.shtml ']]",S|R1|G3|M2|P|D1|N3|S',S'|N3|D1|P|M2|G3|R1|S,సంపూర్ణ,"['d1', 'n3', 's.', 'm2', 'r1', 's', 'p', 'g3']",,51,कामवर्धनी,,,[],"[['वॉयस एनी रागलेनो', 'शिवरंजनी']]",[],"['सिम्हवचंदन', 'गमकाप्रिय', 'निर्क्कुरंजी', 'सदरी', 'निकचिंतन', 'कामवर्धनिनी', 'कुकुताश्री', 'मकुताश्री', 'नित्तिलम', 'वनदायकी', 'नीलंदर', 'हेमरनवम', ' रामनारायणी', 'निन्दम', 'निकानम', 'भ्रामरतरंगिणी', 'नितिकम', 'चोदरंजनी', 'निशान']","['निष्चित्तम', 'सदरी', 'सारंगमणि', 'ताटिकपंचम', 'कामवर्धनी', 'दीपकम्', 'श्रवणकरपिताम', 'उन्नमुलाई', 'निवन', 'निधरम', 'शस्त्रतिनी', 'राजसुंदरी', ' सारंगी', 'निरक्षम', 'निरक्षनम', 'मारुति', 'निस्कम', 'श्वेतांबुधि', 'खंडजवलन', 'पद्मकेसरी', 'प्रतापम', 'कामध्वजीता', 'निवरम', 'मंदारी']","['वराली', 'नलट्टम', 'मायामालवगौला रागमु', 'गौलीपंतु', 'शुभपंतुवराली']","[['सामी निन्ने', 'शतकला नरसया', 'आदि'], ['मदावती नीपाई', 'पच्चामिरियम अदियप्पा', 'अता']]"
पंतु,"['s', 'r2', 'g3', 'm1', 'p', 's.']","['s.', 'n3', 'd2', 'p', 'n3', 'd2', 'm1', 'g3', 'r2', 's']","['शद्जाम', 'चतुश्रुति ऋषभम', 'अंतरा गंधराम', 'शुद्ध मध्यम', 'पंचम', 'शद्जाम']","['शद्जाम', 'काकाली निषादम', 'चतुश्रुति देवतम', 'पंचम', 'काकाली निषादम', 'चतुश्रुति देवतम', 'शुद्ध मध्यम', 'अंतरा गंधराम', 'चतुश्रुति ऋषभम', 'शद्जाम']",[],S|R2|G3|M1|P|S',S'|N3|D2|P|N3|D2|M1|G3|R2|S,ఔడవ-సంపూర్ణ,"['m1', 'n3', 's.', 's', 'r2', 'p', 'd2', 'g3']",,29,धीरशंकरभरणम,,,[],[],[],"['हरिप्रिया', 'सिंधुमनदिरी', 'इंदुकन्नद', 'रत्नाभुसानी', 'अर्कावर्धिनी', 'हंसगंधर्वम', 'बुधरंजनी', 'द्विजक्रिया', 'द्वितानंदी', 'राजथिलकम', 'ध्वजक्रिया', 'हस्यगंधरी' द्वैतानंदी ']","['सिंधुमुंदिरी', 'सिंधुमुखी', 'बंधु']","['गौरीमनोहारी', 'बंगला', 'नागानंदिनी', 'उमभरना', 'नागचंद्रिका']",[]
पनुवलट्टी,"['s', 'r2', 'g2', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'g2', 'r2', 's']","['शद्जाम', 'चतुश्रुति ऋषभम', 'सरल गंधराम', 'पंचम', 'सुड्डा दैवतम्', 'कैसिकी निषादम', 'शद्जम']","['शद्जाम', 'कैसिकी निषादम', 'सुद्दा दैवतम', 'पंचम', 'सरल गंधराम', 'चतुश्रुति ऋषभम', 'शद्जाम']",[],S|R2|G2|P|D1|N2|S',S'|N2|D1|P|G2|R2|S,శాడవ,"['d1', 'n2', 'g2', 's.', 's', 'r2', 'p']",,20,नताभैरवी,,,[],[],[],"['गुम्मावली', 'सर्वरंजनी', 'जरंगी', 'गोमेधिकाप्रिया', 'सरमती', 'लताहितम', 'पुरशु', 'किम्पुरता', 'स्वर्णरंजनी']","['जयवाणी', 'गमनाथरंगिणी', 'रसकलाम्बिका', 'झंकारी', 'आदिभैरवी', 'गणपैनादि', 'जीवनपुरी', 'जरंगी', 'गोमेधिकाप्रिया']","['अभेरी', 'हिंडोलावसंथा', 'वृंदावानी', 'भूपाल', 'गोपीकाथिलकम']",[]
परभ्रतावणी,"['s', 'r2', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'r2', 's']","['शद्जाम', 'चतुश्रुति ऋषभम', 'पंचम', 'सुद्दा दैवतम्', 'कैसिकी निषादम', 'शद्जाम']","['शद्जाम', 'कैसिकी निषादम', 'सुद्दा दैवतम्', 'पंचमम', 'चतुश्रुति ऋषभम', 'शद्जाम']",[],S|R2|P|D1|N2|S',S'|N2|D1|P|R2|S,ఔడవ,"['d1', 'n2', 's.', 's', 'r2', 'p']",,20,नताभैरवी,,,[],[],[],"['भोसला', 'जोशिला']",['योगभैरवी'],"['मध्यमवती', 'वृंदावनसारंगा', 'भुवनगंधारी', 'वसंती', 'रथिपतिप्रिय']",[]
पराई,"['s', 'r1', 'm2', 'p', 'n3', 's.']","['s.', 'm2', 'p', 'm2', 'r1', 's']","['शद्जाम', 'शुद्ध ऋषभम', 'प्रति मध्यम', 'पंचमम', 'काकाली निषादम', 'शद्जाम']","['शद्जाम', 'प्रति मध्यम', 'पंचम', 'प्रति मध्यम', 'सुद्दा ऋषभम', 'शद्जाम']","[['भजा भाजा मानसा', 'स्वाति थिरुनल राम वर्मा', ''], ['चिंते महालिंग मूर्ति', 'मुथुस्वामी दीक्षितर', ''], ['मधुरम्बा जयति', 'मुथुस्वामी दीक्षितर', ''], ['निलयताक्षी निवे जगताक्षी', 'श्यामा शास्त्री', ''], ['पन्नागसायन पहिमम', 'स्वाति तिरुनल राम वर्मा', ''], ['सर्व मंगला', 'मुथिह भागवतर', ''], [' श्री महालक्ष्मीम भजेहम ',' मैसूर वासुदेवचर ',' '], ['श्री शुक्र भगवंतम', 'मुथुस्वामी दीक्षितार', ''], ['तधिम थिंटा तारा', 'पटनाम सुब्रमण्य अय्यर', ''], [' तनोम तनता धीराना ',' पूची श्रीनिवास अयंगर ',' '], ['त्रिलोक माता नन्नू ब्रोउ', 'श्यामा शास्त्री', ''], ['वंदे सदा पद्मनाभम', 'स्वाति थिरुनल राम वर्मा', ''], [ 'वरमैना नेत्रोत्सवमुनु', 'त्यागराज', ''], ['अलवा-डेन्नालो (पेरिया पुराण कीर्तनई)', 'ऊथुक्कडु वेंकट कवि', 'http://www.karnatik.com/c3139.shtml'], [' अलवा-डेन्नालो (पेरिया पुराण कीर्तनई) ',' ऊथुक्कडु वेंकट कवि ',' http://www.karnatik.com/c3139.shtml '], [' तनोम तनाता (थिलाना) ',' पूची श्रीनिवास अयंगर ',' http : //www.karnatik.com/c3270.shtml ']]",S|R1|M2|P|N3|S',S'|M2|P|M2|R1|S,ఔడవ-స్వరాంతర,"['n3', 's.', 'm2', 'r1', 's', 'p']",,45,आपको कामयाबी मिले,,,[],[],[],"['व्याघ्रमंजारी', 'यामिनी', 'पिरवई', 'देसियामरुवा', 'कंदजवलन', 'प्रतिमाध्याम', 'मारुति', 'खंडजवलन', 'मेचासावेरी', 'राममूर्ति', 'गौरीपंतु', 'टीकाशम', ' सर्वकुंतला ',' देवलाई ',' शक्ति ',' थारु ']",[],"['श्यामली', 'अक्षप्रिया', 'विशारदा', 'विलक्षण', 'विजयश्री']",[]
सीताकल्याणी,"['s', 'r1', 'g1', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'g1', 'r1', 's']","['शद्जाम', 'सुड्डा ऋषभम', 'सुद्दा गंधराम', 'पंचम', 'चतुश्रुति दैवतम्', 'कैसिकी निषादम', 'शद्जाम']","['शद्जाम', 'कैसिकी निषादम', 'चतुश्रुति देवतम', 'पंचम', 'शुद्ध गंधराम', 'सुद्दा ऋषभम', 'शद्जाम']",[],S|R1|G1|P|D2|N2|S',S'|N2|D2|P|G1|R1|S,శాడవ,"['n2', 's.', 'r1', 'g1', 's', 'p', 'd2']",,10,नाटकप्रिय:,,,[],[],[],['कायजाप्रिया'],"['कायजाप्रिया', 'तंत्रिलिला']","['वनस्पति', 'प्रतापवरली', 'रसली', 'भानुमति', 'वीकैम्बोरी']",[]
सीताकिरानी,"['s', 'r2', 'g2', 'm2', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'n1', 'p', 'm2', 'g2', 's']","['शद्जाम', 'चतुश्रुति ऋषभम', 'सरल गंधराम', 'प्रति मध्यम', 'पंचमम', 'सुद्दा दैवतम', 'सुद्दा निषादम', 'शद्जामा']","['शद्जाम', 'सुड्डा निषादम', 'सुद्दा दैवतम्', 'सुद्दा निषादम', 'पंचम', 'प्रति मध्यम', 'सरल गंधराम', 'शद्जाम']",[],S|R2|G2|M2|P|D1|N1|S',S'|N1|D1|N1|P|M2|G2|S,సంపూర్ణ-శాడవ,"['d1', 'n1', 'g2', 's.', 'm2', 's', 'r2', 'p']",,55,शामलंगी,,,[],[],[],"['श्यामलंगी', 'कामतध्वजम', 'गीतकिरानी', 'श्रीक्राणी']",[],"['कुंतलम', 'कांतामणि', 'झनकाराध्वानी', 'यौतकम', 'विसाकिनी']",[]
टिट्टानम,"['s', 'g2', 'p', 'd1', 's.']","['s.', 'n3', 'p', 'm2', 'r1', 's']","['शद्जाम', 'सरल गंधराम', 'पंचम', 'सुद्दा देवतम', 'शद्जाम']","['शद्जाम', 'काकली निषादम', 'पंचम', 'प्रति मध्यम', 'सुद्दा ऋषभम', 'शद्जाम']",[],S|G2|P|D1|S',S'|N3|P|M2|R1|S,స్వరాంతర-ఔడవ,"['d1', 'g2', 'n3', 's.', 'm2', 'r1', 's', 'p']",,45,आपको कामयाबी मिले,,,[],[],[],"['वनन', 'वराइट', 'मेघवर्ण', 'सैसिरी', 'पुंगाली', 'केतुमलन', 'थिरुक्किलट्टी', 'वदानियन', 'केतु', 'वरकरी', 'तालिचम', 'महितन', ' मधुपति ',' तंदूरई ',' ततकटमनमलाई ',' शेरन ',' शुद्धमरुवा ',' एकनायक ',' शांतास्वरूपी ',' तमनिधिमलाई ',' कीचकरी ',' ज्ञानवल्ली ',' पुन्नम ',' पुसुदैप्रिया ',' मंगल ' ]","['थिंडकम', 'रौद्रगंधारी', 'शुभावती', 'गमननिर्माला', 'यामिनी', 'तोदुक्कम', 'गरुड़वर्धिनी']","['वराली', 'कामवर्धिनी', 'पूर्वी', 'सिंहेंद्रमाध्यम', 'अमृतवर्षी']",[]
टिट्टा,"['s', 'g2', 'm2', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'm2', 'g2', 's']","['शद्जाम', 'सिंपल गांधार', 'हर माध्यम', 'चाक देवता', 'काकाली निषादम', 'शद्जम']","['शद्जाम', 'काकाली निषादम', 'शुद्ध दिवातम', 'प्रति मध्यम', 'सरल गंधराम', 'शद्जाम']","[['नादा तनुमनीशम', 'त्यागराज', 'http://www.karnatik.com/c1184.shtml']]",S|G2|M2|D1|N3|S',S'|N3|D1|M2|G2|S,ఔడవ,"['d1', 'g2', 'n3', 's.', 'm2', 's']",,57,सिंहेंद्रमाध्याम,,,[],[],[],['टिनट्रिनी'],"['तिंतरिणी', 'शुद्धेश्वरावली', 'सरवंगी', 'अमृतवसंथा', 'तरुकन्नी']","['कटराम', 'चयरंजनी', 'विरहान', 'विलक्षण', 'वरुणात्माजा']",[]
उमभरण:,"['s', 'r2', 'g3', 'm1', 'p', 'd2', 'n2']","['s.', 'n2', 'p', 'm1', 'r2', 'g3', 'm1', 'r2', 's']","['शद्जाम', 'चतुश्रुति ऋषभम', 'अंतरा गंधराम', 'शुद्ध मध्यमम', 'पंचमम', 'चतुश्रुति दैवतम्', 'कैसिकी निषादम']","['शद्जाम', 'कैसिकी निषादम', 'पंचम', 'शुद्ध मध्यम', 'चतुश्रुति ऋषभम', 'अंतरा गंधराम', 'शुद्ध मध्यम', 'चतुश्रुति ऋषभम', 'शद्जाम']","[['हयग्रीव अगस्त्य', 'मुथिह भागवतर', ''], ['रियल मिस्ट्रीज़ डेलिसिना', 'त्यागराजा', ''], ['हयग्रीव अगस्त्य', 'मुथिह भागवतर', 'http: //www.karnatik .com / c2064.shtml '], ['रियल मिस्ट्रीज', 'त्यागराज', 'http://www.karnatik.com/c2658.shtml']]",S|R2|G3|M1|P|D2|N2,S'|N2|P|M1|R2|G3|M1|R2|S,సంపూర్ణ-శాడవ,"['m1', 'n2', 's.', 's', 'r2', 'p', 'd2', 'g3']",,28,हरिकम्भोजी,,,[],[],[],"['कम्भावती', 'द्वैतपरीपुरानी']","['अंडरवर्ल्ड', 'दुख']","['खरहरप्रिया', 'सारंगा', 'जंजुति', 'शहाना', 'नागकुरिंजी']",[]
